study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB19856	SAMEA103892577	ERX1933852	ERR1873327	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873327/ERR1873327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873327/ERR1873327_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873327/S251.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873327/S251.2.fq.gz	
PRJEB19856	SAMEA103892578	ERX1933853	ERR1873328	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873328/ERR1873328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873328/ERR1873328_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873328/S252.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873328/S252.2.fq.gz	
PRJEB19856	SAMEA103892579	ERX1933854	ERR1873329	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873329/ERR1873329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873329/ERR1873329_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873329/S258.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873329/S258.2.fq.gz	
PRJEB19856	SAMEA103892580	ERX1933855	ERR1873330	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873330/ERR1873330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873330/ERR1873330_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873330/S260.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873330/S260.2.fq.gz	
PRJEB19856	SAMEA103892581	ERX1933856	ERR1873331	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873331/ERR1873331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873331/ERR1873331_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873331/S261.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873331/S261.2.fq.gz	
PRJEB19856	SAMEA103892582	ERX1933857	ERR1873332	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873332/ERR1873332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873332/ERR1873332_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873332/S262.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873332/S262.2.fq.gz	
PRJEB19856	SAMEA103892584	ERX1933858	ERR1873333	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873333/ERR1873333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873333/ERR1873333_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873333/S268.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873333/S268.2.fq.gz	
PRJEB19856	SAMEA103892585	ERX1933859	ERR1873334	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873334/ERR1873334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873334/ERR1873334_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873334/S269.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873334/S269.2.fq.gz	
PRJEB19856	SAMEA103892627	ERX1933860	ERR1873335	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873335/ERR1873335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873335/ERR1873335_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873335/S011.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873335/S011.2.fq.gz	
PRJEB19856	SAMEA103892628	ERX1933861	ERR1873336	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873336/ERR1873336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873336/ERR1873336_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873336/S317.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873336/S317.2.fq.gz	
PRJEB19856	SAMEA103892629	ERX1933862	ERR1873337	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873337/ERR1873337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873337/ERR1873337_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873337/S321.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873337/S321.2.fq.gz	
PRJEB19856	SAMEA103892630	ERX1933863	ERR1873338	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873338/ERR1873338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873338/ERR1873338_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873338/S357.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873338/S357.2.fq.gz	
PRJEB19856	SAMEA103892631	ERX1933864	ERR1873339	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873339/ERR1873339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873339/ERR1873339_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873339/S359.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873339/S359.2.fq.gz	
PRJEB19856	SAMEA103892632	ERX1933865	ERR1873340	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873340/ERR1873340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873340/ERR1873340_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873340/S384.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873340/S384.2.fq.gz	
PRJEB19856	SAMEA103892633	ERX1933866	ERR1873341	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873341/ERR1873341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873341/ERR1873341_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873341/S392.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873341/S392.2.fq.gz	
PRJEB19856	SAMEA103892634	ERX1933867	ERR1873342	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873342/ERR1873342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873342/ERR1873342_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873342/S400.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873342/S400.2.fq.gz	
PRJEB19856	SAMEA103892635	ERX1933868	ERR1873343	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873343/ERR1873343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873343/ERR1873343_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873343/S415.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873343/S415.2.fq.gz	
PRJEB19856	SAMEA103892479	ERX1933869	ERR1873344	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873344/ERR1873344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873344/ERR1873344_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873344/G2788.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873344/G2788.2.fq.gz	
PRJEB19856	SAMEA103892491	ERX1933870	ERR1873345	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873345/ERR1873345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873345/ERR1873345_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873345/G2819.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873345/G2819.2.fq.gz	
PRJEB19856	SAMEA103892480	ERX1933871	ERR1873346	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873346/ERR1873346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873346/ERR1873346_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873346/G2829.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873346/G2829.2.fq.gz	
PRJEB19856	SAMEA103892481	ERX1933872	ERR1873347	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873347/ERR1873347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873347/ERR1873347_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873347/G2830.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873347/G2830.2.fq.gz	
PRJEB19856	SAMEA103892482	ERX1933873	ERR1873348	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873348/ERR1873348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873348/ERR1873348_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873348/G2831.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873348/G2831.2.fq.gz	
PRJEB19856	SAMEA103892489	ERX1933874	ERR1873349	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873349/ERR1873349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873349/ERR1873349_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873349/G2847.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873349/G2847.2.fq.gz	
PRJEB19856	SAMEA103893302	ERX1933875	ERR1873350	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873350/ERR1873350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873350/ERR1873350_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873350/G3492.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873350/G3492.2.fq.gz	
PRJEB19856	SAMEA103892622	ERX1933876	ERR1873351	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873351/ERR1873351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873351/ERR1873351_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873351/G3498.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873351/G3498.2.fq.gz	
PRJEB19856	SAMEA103892623	ERX1933877	ERR1873352	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873352/ERR1873352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873352/ERR1873352_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873352/G3517.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873352/G3517.2.fq.gz	
PRJEB19856	SAMEA103892624	ERX1933878	ERR1873353	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873353/ERR1873353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873353/ERR1873353_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873353/G3533.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873353/G3533.2.fq.gz	
PRJEB19856	SAMEA103892625	ERX1933879	ERR1873354	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873354/ERR1873354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873354/ERR1873354_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873354/G3537.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873354/G3537.2.fq.gz	
PRJEB19856	SAMEA103893303	ERX1933880	ERR1873355	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873355/ERR1873355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873355/ERR1873355_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873355/G3544.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873355/G3544.2.fq.gz	
PRJEB19856	SAMEA103893304	ERX1933881	ERR1873356	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873356/ERR1873356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873356/ERR1873356_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873356/G3556.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873356/G3556.2.fq.gz	
PRJEB19856	SAMEA103893305	ERX1933882	ERR1873357	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873357/ERR1873357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873357/ERR1873357_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873357/G3565.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873357/G3565.2.fq.gz	
PRJEB19856	SAMEA103893306	ERX1933883	ERR1873358	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873358/ERR1873358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873358/ERR1873358_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873358/G3568.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873358/G3568.2.fq.gz	
PRJEB19856	SAMEA103893307	ERX1933884	ERR1873359	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873359/ERR1873359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873359/ERR1873359_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873359/G3590.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873359/G3590.2.fq.gz	
PRJEB19856	SAMEA103893308	ERX1933885	ERR1873360	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873360/ERR1873360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873360/ERR1873360_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873360/G3609.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873360/G3609.2.fq.gz	
PRJEB19856	SAMEA103893309	ERX1933886	ERR1873361	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873361/ERR1873361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873361/ERR1873361_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873361/G4006.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873361/G4006.2.fq.gz	
PRJEB19856	SAMEA103893310	ERX1933887	ERR1873362	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873362/ERR1873362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873362/ERR1873362_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873362/G4024.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873362/G4024.2.fq.gz	
PRJEB19856	SAMEA103892626	ERX1933888	ERR1873363	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873363/ERR1873363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873363/ERR1873363_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873363/G4034.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873363/G4034.2.fq.gz	
PRJEB19856	SAMEA103893311	ERX1933889	ERR1873364	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873364/ERR1873364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873364/ERR1873364_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873364/G4049.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873364/G4049.2.fq.gz	
PRJEB19856	SAMEA103893312	ERX1933890	ERR1873365	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873365/ERR1873365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873365/ERR1873365_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873365/G4051.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873365/G4051.2.fq.gz	
PRJEB19856	SAMEA103893313	ERX1933891	ERR1873366	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873366/ERR1873366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873366/ERR1873366_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873366/S275.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873366/S275.2.fq.gz	
PRJEB19856	SAMEA103893314	ERX1933892	ERR1873367	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873367/ERR1873367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873367/ERR1873367_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873367/S293.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873367/S293.2.fq.gz	
PRJEB19856	SAMEA103893315	ERX1933893	ERR1873368	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873368/ERR1873368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873368/ERR1873368_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873368/S295.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873368/S295.2.fq.gz	
PRJEB19856	SAMEA103893316	ERX1933894	ERR1873369	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873369/ERR1873369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873369/ERR1873369_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873369/S299.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873369/S299.2.fq.gz	
PRJEB19856	SAMEA103893317	ERX1933895	ERR1873370	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873370/ERR1873370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873370/ERR1873370_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873370/S302.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873370/S302.2.fq.gz	
PRJEB19856	SAMEA103893318	ERX1933896	ERR1873371	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873371/ERR1873371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873371/ERR1873371_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873371/S303.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873371/S303.2.fq.gz	
PRJEB19856	SAMEA103893319	ERX1933897	ERR1873372	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873372/ERR1873372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873372/ERR1873372_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873372/S306.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873372/S306.2.fq.gz	
PRJEB19856	SAMEA103893320	ERX1933898	ERR1873373	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873373/ERR1873373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873373/ERR1873373_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873373/S309.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873373/S309.2.fq.gz	
